,file_name,speaker,label
62,6_lucas_29.wav,lucas,6
63,3_theo_32.wav,theo,3
64,6_george_1.wav,george,6
65,0_lucas_29.wav,lucas,0
66,2_george_3.wav,george,2
67,0_lucas_28.wav,lucas,0
68,6_nicolas_34.wav,nicolas,6
69,7_yweweler_30.wav,yweweler,7
70,6_lucas_37.wav,lucas,6
71,6_nicolas_8.wav,nicolas,6
72,2_yweweler_44.wav,yweweler,2
73,0_yweweler_12.wav,yweweler,0
74,7_jackson_43.wav,jackson,7
75,0_nicolas_32.wav,nicolas,0
76,3_nicolas_35.wav,nicolas,3
77,2_lucas_11.wav,lucas,2
78,6_yweweler_13.wav,yweweler,6
79,9_nicolas_8.wav,nicolas,9
80,2_nicolas_3.wav,nicolas,2
81,7_george_36.wav,george,7
82,1_jackson_4.wav,jackson,1
83,1_jackson_38.wav,jackson,1
84,8_yweweler_35.wav,yweweler,8
85,4_nicolas_16.wav,nicolas,4
86,5_theo_39.wav,theo,5
87,2_theo_7.wav,theo,2
88,2_lucas_4.wav,lucas,2
89,3_yweweler_27.wav,yweweler,3
90,1_yweweler_23.wav,yweweler,1
91,9_lucas_38.wav,lucas,9
92,6_nicolas_28.wav,nicolas,6
93,7_nicolas_4.wav,nicolas,7
94,5_jackson_10.wav,jackson,5
95,7_lucas_47.wav,lucas,7
96,6_yweweler_46.wav,yweweler,6
97,7_yweweler_37.wav,yweweler,7
98,7_george_40.wav,george,7
99,3_lucas_18.wav,lucas,3
100,6_nicolas_31.wav,nicolas,6
101,5_george_16.wav,george,5
102,5_lucas_1.wav,lucas,5
103,4_yweweler_26.wav,yweweler,4
104,5_george_32.wav,george,5
105,4_george_9.wav,george,4
106,0_theo_44.wav,theo,0
107,4_theo_10.wav,theo,4
108,7_lucas_48.wav,lucas,7
109,2_theo_6.wav,theo,2
110,1_george_21.wav,george,1
111,2_nicolas_25.wav,nicolas,2
112,3_lucas_35.wav,lucas,3
113,8_lucas_27.wav,lucas,8
114,6_lucas_5.wav,lucas,6
115,8_nicolas_13.wav,nicolas,8
116,3_nicolas_3.wav,nicolas,3
117,2_jackson_17.wav,jackson,2
118,3_jackson_1.wav,jackson,3
119,9_lucas_48.wav,lucas,9
120,0_jackson_2.wav,jackson,0
121,1_theo_20.wav,theo,1
122,3_george_44.wav,george,3
123,4_george_47.wav,george,4
124,6_lucas_49.wav,lucas,6
125,2_george_23.wav,george,2
126,2_george_15.wav,george,2
127,9_lucas_13.wav,lucas,9
128,2_yweweler_32.wav,yweweler,2
129,0_lucas_4.wav,lucas,0
130,8_theo_5.wav,theo,8
131,5_yweweler_0.wav,yweweler,5
132,1_theo_29.wav,theo,1
133,3_lucas_47.wav,lucas,3
134,5_nicolas_14.wav,nicolas,5
135,7_jackson_9.wav,jackson,7
136,0_theo_36.wav,theo,0
137,9_lucas_32.wav,lucas,9
138,3_theo_20.wav,theo,3
139,1_nicolas_15.wav,nicolas,1
140,3_yweweler_33.wav,yweweler,3
141,3_yweweler_39.wav,yweweler,3
142,9_yweweler_13.wav,yweweler,9
143,4_jackson_14.wav,jackson,4
144,0_yweweler_9.wav,yweweler,0
145,1_nicolas_11.wav,nicolas,1
146,5_jackson_16.wav,jackson,5
147,2_nicolas_35.wav,nicolas,2
148,4_lucas_25.wav,lucas,4
149,9_yweweler_47.wav,yweweler,9
150,6_theo_30.wav,theo,6
151,0_yweweler_23.wav,yweweler,0
152,1_jackson_28.wav,jackson,1
153,1_yweweler_30.wav,yweweler,1
154,3_lucas_29.wav,lucas,3
155,6_lucas_23.wav,lucas,6
156,2_nicolas_6.wav,nicolas,2
157,9_yweweler_4.wav,yweweler,9
158,4_lucas_23.wav,lucas,4
159,8_lucas_2.wav,lucas,8
160,0_george_29.wav,george,0
161,5_nicolas_23.wav,nicolas,5
162,0_george_11.wav,george,0
163,4_jackson_16.wav,jackson,4
164,4_lucas_28.wav,lucas,4
165,7_nicolas_7.wav,nicolas,7
166,5_lucas_41.wav,lucas,5
167,3_jackson_0.wav,jackson,3
168,1_lucas_2.wav,lucas,1
169,0_theo_32.wav,theo,0
170,5_george_36.wav,george,5
171,0_jackson_29.wav,jackson,0
172,3_yweweler_20.wav,yweweler,3
173,1_yweweler_46.wav,yweweler,1
174,3_nicolas_20.wav,nicolas,3
175,6_jackson_12.wav,jackson,6
176,1_george_37.wav,george,1
177,9_theo_7.wav,theo,9
178,2_lucas_43.wav,lucas,2
179,7_lucas_39.wav,lucas,7
180,9_lucas_47.wav,lucas,9
181,3_nicolas_29.wav,nicolas,3
182,8_george_12.wav,george,8
183,2_george_48.wav,george,2
184,0_yweweler_35.wav,yweweler,0
185,8_theo_16.wav,theo,8
186,3_george_17.wav,george,3
187,1_yweweler_35.wav,yweweler,1
188,4_george_22.wav,george,4
189,1_george_10.wav,george,1
190,0_george_37.wav,george,0
191,0_theo_14.wav,theo,0
192,8_theo_43.wav,theo,8
193,2_theo_10.wav,theo,2
194,7_george_21.wav,george,7
195,3_theo_12.wav,theo,3
196,0_nicolas_38.wav,nicolas,0
197,0_jackson_35.wav,jackson,0
198,4_jackson_2.wav,jackson,4
199,3_yweweler_5.wav,yweweler,3
200,8_yweweler_8.wav,yweweler,8
201,1_nicolas_12.wav,nicolas,1
202,2_jackson_25.wav,jackson,2
203,3_george_48.wav,george,3
204,4_jackson_6.wav,jackson,4
205,5_jackson_44.wav,jackson,5
206,6_yweweler_10.wav,yweweler,6
207,3_nicolas_24.wav,nicolas,3
208,4_nicolas_13.wav,nicolas,4
209,0_lucas_46.wav,lucas,0
210,8_nicolas_26.wav,nicolas,8
211,0_yweweler_16.wav,yweweler,0
212,3_yweweler_17.wav,yweweler,3
213,7_george_29.wav,george,7
214,7_jackson_21.wav,jackson,7
215,4_jackson_19.wav,jackson,4
216,0_jackson_40.wav,jackson,0
217,8_jackson_31.wav,jackson,8
218,2_theo_17.wav,theo,2
219,1_lucas_26.wav,lucas,1
220,0_george_15.wav,george,0
221,5_yweweler_1.wav,yweweler,5
222,2_theo_20.wav,theo,2
223,5_george_2.wav,george,5
224,9_theo_22.wav,theo,9
225,1_george_9.wav,george,1
226,4_george_32.wav,george,4
227,6_nicolas_37.wav,nicolas,6
228,7_george_24.wav,george,7
229,2_nicolas_12.wav,nicolas,2
230,3_nicolas_38.wav,nicolas,3
231,6_yweweler_32.wav,yweweler,6
232,1_lucas_7.wav,lucas,1
233,8_theo_38.wav,theo,8
234,7_yweweler_23.wav,yweweler,7
235,5_theo_48.wav,theo,5
236,5_theo_15.wav,theo,5
237,9_yweweler_40.wav,yweweler,9
238,2_george_17.wav,george,2
239,8_nicolas_2.wav,nicolas,8
240,5_jackson_21.wav,jackson,5
241,3_lucas_36.wav,lucas,3
242,9_yweweler_32.wav,yweweler,9
243,3_george_25.wav,george,3
244,3_yweweler_0.wav,yweweler,3
245,1_theo_15.wav,theo,1
246,2_nicolas_9.wav,nicolas,2
247,9_lucas_5.wav,lucas,9
248,5_nicolas_31.wav,nicolas,5
249,7_yweweler_19.wav,yweweler,7
250,6_george_37.wav,george,6
251,6_yweweler_16.wav,yweweler,6
252,5_theo_27.wav,theo,5
253,5_jackson_40.wav,jackson,5
254,0_theo_12.wav,theo,0
255,0_george_42.wav,george,0
256,2_jackson_20.wav,jackson,2
257,4_george_6.wav,george,4
258,8_yweweler_15.wav,yweweler,8
259,0_lucas_17.wav,lucas,0
260,1_yweweler_31.wav,yweweler,1
261,3_george_22.wav,george,3
262,7_yweweler_12.wav,yweweler,7
263,4_george_10.wav,george,4
264,5_lucas_0.wav,lucas,5
265,3_george_26.wav,george,3
266,3_lucas_38.wav,lucas,3
267,5_jackson_24.wav,jackson,5
268,7_yweweler_24.wav,yweweler,7
269,3_nicolas_33.wav,nicolas,3
270,6_yweweler_35.wav,yweweler,6
271,2_lucas_14.wav,lucas,2
272,2_nicolas_41.wav,nicolas,2
273,6_george_11.wav,george,6
274,0_lucas_14.wav,lucas,0
275,2_nicolas_19.wav,nicolas,2
276,7_nicolas_10.wav,nicolas,7
277,5_lucas_23.wav,lucas,5
278,6_nicolas_1.wav,nicolas,6
279,9_theo_0.wav,theo,9
280,4_nicolas_32.wav,nicolas,4
281,1_nicolas_1.wav,nicolas,1
282,1_theo_24.wav,theo,1
283,1_nicolas_34.wav,nicolas,1
284,8_theo_6.wav,theo,8
285,5_george_42.wav,george,5
286,6_theo_32.wav,theo,6
287,2_lucas_17.wav,lucas,2
288,6_nicolas_16.wav,nicolas,6
289,7_lucas_5.wav,lucas,7
290,9_george_42.wav,george,9
291,9_lucas_15.wav,lucas,9
292,1_lucas_45.wav,lucas,1
293,1_yweweler_16.wav,yweweler,1
294,0_nicolas_29.wav,nicolas,0
295,0_theo_19.wav,theo,0
296,9_nicolas_42.wav,nicolas,9
297,3_george_42.wav,george,3
298,0_george_7.wav,george,0
299,5_yweweler_47.wav,yweweler,5
300,8_lucas_0.wav,lucas,8
301,4_yweweler_31.wav,yweweler,4
302,1_lucas_10.wav,lucas,1
303,7_theo_35.wav,theo,7
304,5_theo_26.wav,theo,5
305,5_lucas_10.wav,lucas,5
306,3_george_39.wav,george,3
307,1_lucas_6.wav,lucas,1
308,1_george_45.wav,george,1
309,3_george_8.wav,george,3
310,2_lucas_22.wav,lucas,2
311,4_yweweler_3.wav,yweweler,4
312,1_lucas_19.wav,lucas,1
313,3_theo_49.wav,theo,3
314,5_jackson_42.wav,jackson,5
315,5_jackson_3.wav,jackson,5
316,2_jackson_4.wav,jackson,2
317,0_yweweler_48.wav,yweweler,0
318,6_nicolas_38.wav,nicolas,6
319,6_jackson_14.wav,jackson,6
320,6_theo_44.wav,theo,6
321,6_jackson_15.wav,jackson,6
322,2_lucas_18.wav,lucas,2
323,8_nicolas_38.wav,nicolas,8
324,1_jackson_23.wav,jackson,1
325,1_theo_2.wav,theo,1
326,2_yweweler_20.wav,yweweler,2
327,8_theo_13.wav,theo,8
328,8_yweweler_1.wav,yweweler,8
329,6_theo_46.wav,theo,6
330,7_jackson_0.wav,jackson,7
331,9_lucas_43.wav,lucas,9
332,4_theo_32.wav,theo,4
333,7_george_31.wav,george,7
334,3_jackson_24.wav,jackson,3
335,8_theo_47.wav,theo,8
336,3_george_32.wav,george,3
337,7_theo_11.wav,theo,7
338,3_lucas_27.wav,lucas,3
339,7_jackson_20.wav,jackson,7
340,3_jackson_22.wav,jackson,3
341,2_lucas_15.wav,lucas,2
342,7_jackson_12.wav,jackson,7
343,9_jackson_33.wav,jackson,9
344,2_theo_32.wav,theo,2
345,0_lucas_1.wav,lucas,0
346,3_nicolas_14.wav,nicolas,3
347,7_theo_22.wav,theo,7
348,5_lucas_7.wav,lucas,5
349,0_george_18.wav,george,0
350,0_theo_7.wav,theo,0
351,8_jackson_19.wav,jackson,8
352,6_lucas_20.wav,lucas,6
353,7_jackson_37.wav,jackson,7
354,6_nicolas_27.wav,nicolas,6
355,2_lucas_27.wav,lucas,2
356,5_theo_3.wav,theo,5
357,8_jackson_35.wav,jackson,8
358,5_jackson_12.wav,jackson,5
359,6_jackson_20.wav,jackson,6
360,8_nicolas_22.wav,nicolas,8
361,6_lucas_11.wav,lucas,6
362,0_theo_46.wav,theo,0
363,4_jackson_34.wav,jackson,4
364,4_jackson_43.wav,jackson,4
365,0_theo_47.wav,theo,0
366,9_yweweler_23.wav,yweweler,9
367,3_nicolas_22.wav,nicolas,3
368,2_theo_4.wav,theo,2
369,9_theo_11.wav,theo,9
370,3_george_30.wav,george,3
371,7_nicolas_8.wav,nicolas,7
372,6_nicolas_33.wav,nicolas,6
373,8_jackson_36.wav,jackson,8
374,0_george_4.wav,george,0
375,4_jackson_9.wav,jackson,4
376,0_theo_6.wav,theo,0
377,8_nicolas_0.wav,nicolas,8
378,9_yweweler_28.wav,yweweler,9
379,7_lucas_31.wav,lucas,7
380,0_jackson_27.wav,jackson,0
381,2_lucas_9.wav,lucas,2
382,0_nicolas_35.wav,nicolas,0
383,8_yweweler_16.wav,yweweler,8
384,7_nicolas_6.wav,nicolas,7
385,3_george_1.wav,george,3
386,6_jackson_33.wav,jackson,6
387,8_yweweler_49.wav,yweweler,8
388,5_george_28.wav,george,5
389,3_theo_47.wav,theo,3
390,2_nicolas_27.wav,nicolas,2
391,2_nicolas_47.wav,nicolas,2
392,3_lucas_8.wav,lucas,3
393,6_yweweler_38.wav,yweweler,6
394,5_theo_31.wav,theo,5
395,6_jackson_31.wav,jackson,6
396,6_lucas_9.wav,lucas,6
397,9_jackson_3.wav,jackson,9
398,2_theo_12.wav,theo,2
399,0_lucas_48.wav,lucas,0
400,0_theo_29.wav,theo,0
401,3_theo_38.wav,theo,3
402,5_jackson_28.wav,jackson,5
403,4_jackson_35.wav,jackson,4
404,5_lucas_29.wav,lucas,5
405,0_george_28.wav,george,0
406,4_yweweler_37.wav,yweweler,4
407,6_lucas_24.wav,lucas,6
408,3_lucas_21.wav,lucas,3
409,5_jackson_22.wav,jackson,5
410,8_theo_49.wav,theo,8
411,5_nicolas_41.wav,nicolas,5
412,4_nicolas_35.wav,nicolas,4
413,1_lucas_13.wav,lucas,1
414,2_nicolas_2.wav,nicolas,2
415,4_yweweler_20.wav,yweweler,4
416,0_jackson_4.wav,jackson,0
417,2_jackson_22.wav,jackson,2
418,7_jackson_33.wav,jackson,7
419,9_yweweler_15.wav,yweweler,9
420,7_yweweler_49.wav,yweweler,7
421,7_lucas_19.wav,lucas,7
422,2_nicolas_17.wav,nicolas,2
423,3_nicolas_44.wav,nicolas,3
424,6_nicolas_32.wav,nicolas,6
425,6_jackson_25.wav,jackson,6
426,0_nicolas_12.wav,nicolas,0
427,8_theo_44.wav,theo,8
428,9_theo_41.wav,theo,9
429,1_lucas_16.wav,lucas,1
430,6_lucas_18.wav,lucas,6
431,1_lucas_14.wav,lucas,1
432,4_yweweler_36.wav,yweweler,4
433,4_nicolas_19.wav,nicolas,4
434,9_theo_3.wav,theo,9
435,7_jackson_34.wav,jackson,7
436,0_george_44.wav,george,0
437,0_nicolas_1.wav,nicolas,0
438,7_lucas_12.wav,lucas,7
439,2_yweweler_5.wav,yweweler,2
440,7_theo_41.wav,theo,7
441,0_theo_27.wav,theo,0
442,9_nicolas_46.wav,nicolas,9
443,8_yweweler_44.wav,yweweler,8
444,8_lucas_18.wav,lucas,8
445,5_yweweler_46.wav,yweweler,5
446,9_nicolas_3.wav,nicolas,9
447,1_yweweler_47.wav,yweweler,1
448,2_lucas_3.wav,lucas,2
449,7_george_19.wav,george,7
450,2_jackson_40.wav,jackson,2
451,7_nicolas_40.wav,nicolas,7
452,5_jackson_32.wav,jackson,5
453,9_lucas_3.wav,lucas,9
454,8_theo_25.wav,theo,8
455,7_nicolas_16.wav,nicolas,7
456,6_nicolas_49.wav,nicolas,6
457,5_yweweler_2.wav,yweweler,5
458,9_nicolas_23.wav,nicolas,9
459,8_yweweler_17.wav,yweweler,8
460,6_nicolas_35.wav,nicolas,6
461,9_jackson_1.wav,jackson,9
462,8_george_15.wav,george,8
463,2_theo_39.wav,theo,2
464,0_theo_11.wav,theo,0
465,5_theo_23.wav,theo,5
466,1_nicolas_10.wav,nicolas,1
467,2_nicolas_11.wav,nicolas,2
468,3_lucas_3.wav,lucas,3
469,3_george_7.wav,george,3
470,0_lucas_20.wav,lucas,0
471,2_george_41.wav,george,2
472,6_nicolas_41.wav,nicolas,6
473,5_yweweler_21.wav,yweweler,5
474,5_jackson_33.wav,jackson,5
475,7_george_27.wav,george,7
476,6_theo_40.wav,theo,6
477,8_lucas_24.wav,lucas,8
478,1_yweweler_1.wav,yweweler,1
479,1_lucas_46.wav,lucas,1
480,8_yweweler_34.wav,yweweler,8
481,8_theo_8.wav,theo,8
482,7_george_7.wav,george,7
483,9_lucas_10.wav,lucas,9
484,5_george_1.wav,george,5
485,4_nicolas_22.wav,nicolas,4
486,9_george_9.wav,george,9
487,8_lucas_33.wav,lucas,8
488,4_george_24.wav,george,4
489,6_nicolas_44.wav,nicolas,6
490,4_lucas_41.wav,lucas,4
491,5_yweweler_10.wav,yweweler,5
492,8_nicolas_5.wav,nicolas,8
493,2_theo_35.wav,theo,2
494,7_george_30.wav,george,7
495,9_yweweler_49.wav,yweweler,9
496,4_theo_4.wav,theo,4
497,4_lucas_19.wav,lucas,4
498,7_jackson_31.wav,jackson,7
499,5_george_46.wav,george,5
500,9_yweweler_41.wav,yweweler,9
501,6_yweweler_45.wav,yweweler,6
502,9_nicolas_16.wav,nicolas,9
503,9_george_28.wav,george,9
504,7_nicolas_2.wav,nicolas,7
505,7_lucas_22.wav,lucas,7
506,8_nicolas_9.wav,nicolas,8
507,8_jackson_18.wav,jackson,8
508,5_lucas_12.wav,lucas,5
509,6_lucas_46.wav,lucas,6
510,0_nicolas_17.wav,nicolas,0
511,4_nicolas_30.wav,nicolas,4
512,7_yweweler_9.wav,yweweler,7
513,1_nicolas_21.wav,nicolas,1
514,5_jackson_35.wav,jackson,5
515,3_nicolas_13.wav,nicolas,3
516,2_nicolas_46.wav,nicolas,2
517,1_george_41.wav,george,1
518,5_lucas_21.wav,lucas,5
519,5_theo_2.wav,theo,5
520,1_yweweler_21.wav,yweweler,1
521,9_yweweler_45.wav,yweweler,9
522,7_lucas_1.wav,lucas,7
523,4_jackson_1.wav,jackson,4
524,3_george_35.wav,george,3
525,6_lucas_13.wav,lucas,6
526,4_lucas_33.wav,lucas,4
527,7_yweweler_41.wav,yweweler,7
528,1_yweweler_6.wav,yweweler,1
529,1_nicolas_46.wav,nicolas,1
530,9_nicolas_7.wav,nicolas,9
531,7_george_0.wav,george,7
532,7_george_8.wav,george,7
533,6_yweweler_29.wav,yweweler,6
534,4_lucas_45.wav,lucas,4
535,1_lucas_18.wav,lucas,1
536,2_yweweler_6.wav,yweweler,2
537,5_lucas_32.wav,lucas,5
538,3_yweweler_40.wav,yweweler,3
539,1_yweweler_32.wav,yweweler,1
540,6_theo_3.wav,theo,6
541,6_yweweler_28.wav,yweweler,6
542,3_yweweler_42.wav,yweweler,3
543,3_george_41.wav,george,3
544,6_george_22.wav,george,6
545,8_theo_29.wav,theo,8
546,8_nicolas_15.wav,nicolas,8
547,7_george_6.wav,george,7
548,2_lucas_20.wav,lucas,2
549,9_yweweler_35.wav,yweweler,9
550,3_yweweler_29.wav,yweweler,3
551,4_nicolas_36.wav,nicolas,4
552,4_yweweler_14.wav,yweweler,4
553,8_nicolas_42.wav,nicolas,8
554,0_nicolas_26.wav,nicolas,0
555,5_lucas_30.wav,lucas,5
556,5_jackson_48.wav,jackson,5
557,3_lucas_17.wav,lucas,3
558,9_lucas_31.wav,lucas,9
559,3_yweweler_18.wav,yweweler,3
560,2_lucas_0.wav,lucas,2
561,2_jackson_3.wav,jackson,2
562,5_george_35.wav,george,5
563,1_george_18.wav,george,1
564,3_george_45.wav,george,3
565,7_nicolas_1.wav,nicolas,7
566,4_jackson_18.wav,jackson,4
567,3_jackson_7.wav,jackson,3
568,9_jackson_43.wav,jackson,9
569,8_jackson_34.wav,jackson,8
570,3_lucas_46.wav,lucas,3
571,6_george_19.wav,george,6
572,1_jackson_7.wav,jackson,1
573,3_jackson_16.wav,jackson,3
574,4_theo_46.wav,theo,4
575,9_nicolas_44.wav,nicolas,9
576,7_george_11.wav,george,7
577,8_jackson_21.wav,jackson,8
578,9_theo_12.wav,theo,9
579,8_theo_45.wav,theo,8
580,6_george_40.wav,george,6
581,9_jackson_0.wav,jackson,9
582,4_nicolas_1.wav,nicolas,4
583,0_jackson_6.wav,jackson,0
584,6_jackson_48.wav,jackson,6
585,0_jackson_36.wav,jackson,0
586,9_theo_45.wav,theo,9
587,4_yweweler_23.wav,yweweler,4
588,4_nicolas_2.wav,nicolas,4
589,0_yweweler_18.wav,yweweler,0
590,4_nicolas_18.wav,nicolas,4
591,9_jackson_31.wav,jackson,9
592,5_george_34.wav,george,5
593,7_yweweler_7.wav,yweweler,7
594,0_theo_25.wav,theo,0
595,3_george_0.wav,george,3
596,0_jackson_48.wav,jackson,0
597,2_nicolas_39.wav,nicolas,2
598,4_george_12.wav,george,4
599,4_jackson_45.wav,jackson,4
600,7_lucas_25.wav,lucas,7
601,1_yweweler_3.wav,yweweler,1
602,4_theo_21.wav,theo,4
603,0_george_14.wav,george,0
604,4_yweweler_49.wav,yweweler,4
605,4_lucas_10.wav,lucas,4
606,0_george_2.wav,george,0
607,4_nicolas_45.wav,nicolas,4
608,3_lucas_39.wav,lucas,3
609,0_jackson_12.wav,jackson,0
610,8_jackson_47.wav,jackson,8
611,4_yweweler_42.wav,yweweler,4
612,2_yweweler_26.wav,yweweler,2
613,6_lucas_39.wav,lucas,6
614,7_jackson_14.wav,jackson,7
615,4_jackson_41.wav,jackson,4
616,6_yweweler_41.wav,yweweler,6
617,1_yweweler_41.wav,yweweler,1
618,8_lucas_11.wav,lucas,8
619,0_lucas_5.wav,lucas,0
620,9_theo_16.wav,theo,9
621,0_yweweler_28.wav,yweweler,0
622,8_nicolas_41.wav,nicolas,8
623,2_theo_29.wav,theo,2
624,0_jackson_41.wav,jackson,0
625,1_lucas_8.wav,lucas,1
626,1_lucas_32.wav,lucas,1
627,8_theo_2.wav,theo,8
628,6_nicolas_15.wav,nicolas,6
629,8_jackson_5.wav,jackson,8
630,5_yweweler_26.wav,yweweler,5
631,8_jackson_6.wav,jackson,8
632,8_theo_36.wav,theo,8
633,2_nicolas_21.wav,nicolas,2
634,4_theo_19.wav,theo,4
635,4_george_13.wav,george,4
636,4_yweweler_13.wav,yweweler,4
637,6_george_29.wav,george,6
638,9_nicolas_10.wav,nicolas,9
639,0_lucas_45.wav,lucas,0
640,8_yweweler_47.wav,yweweler,8
641,8_nicolas_37.wav,nicolas,8
642,6_george_26.wav,george,6
643,9_nicolas_27.wav,nicolas,9
644,6_nicolas_20.wav,nicolas,6
645,2_lucas_31.wav,lucas,2
646,3_yweweler_8.wav,yweweler,3
647,4_theo_29.wav,theo,4
648,0_theo_16.wav,theo,0
649,2_jackson_48.wav,jackson,2
650,5_yweweler_30.wav,yweweler,5
651,9_theo_37.wav,theo,9
652,0_lucas_8.wav,lucas,0
653,2_george_31.wav,george,2
654,7_yweweler_43.wav,yweweler,7
655,5_jackson_37.wav,jackson,5
656,8_nicolas_46.wav,nicolas,8
657,9_theo_24.wav,theo,9
658,2_nicolas_26.wav,nicolas,2
659,4_jackson_28.wav,jackson,4
660,2_jackson_26.wav,jackson,2
661,2_theo_37.wav,theo,2
662,0_yweweler_44.wav,yweweler,0
663,8_george_1.wav,george,8
664,5_jackson_6.wav,jackson,5
665,1_nicolas_4.wav,nicolas,1
666,4_lucas_26.wav,lucas,4
667,8_theo_21.wav,theo,8
668,1_nicolas_36.wav,nicolas,1
669,6_lucas_30.wav,lucas,6
670,5_nicolas_29.wav,nicolas,5
671,4_yweweler_22.wav,yweweler,4
672,8_george_30.wav,george,8
673,2_george_45.wav,george,2
674,7_theo_47.wav,theo,7
675,5_jackson_17.wav,jackson,5
676,1_jackson_24.wav,jackson,1
677,3_george_3.wav,george,3
678,9_lucas_9.wav,lucas,9
679,7_jackson_48.wav,jackson,7
680,1_yweweler_38.wav,yweweler,1
681,9_nicolas_19.wav,nicolas,9
682,1_yweweler_24.wav,yweweler,1
683,6_jackson_44.wav,jackson,6
684,7_jackson_26.wav,jackson,7
685,2_nicolas_31.wav,nicolas,2
686,1_jackson_12.wav,jackson,1
687,9_lucas_11.wav,lucas,9
688,3_george_33.wav,george,3
689,1_george_34.wav,george,1
690,1_nicolas_32.wav,nicolas,1
691,5_lucas_39.wav,lucas,5
692,6_nicolas_21.wav,nicolas,6
693,9_yweweler_31.wav,yweweler,9
694,1_theo_34.wav,theo,1
695,1_nicolas_45.wav,nicolas,1
696,0_yweweler_21.wav,yweweler,0
697,1_theo_21.wav,theo,1
698,1_jackson_37.wav,jackson,1
699,7_nicolas_32.wav,nicolas,7
700,1_jackson_48.wav,jackson,1
701,4_george_43.wav,george,4
702,7_jackson_35.wav,jackson,7
703,0_jackson_11.wav,jackson,0
704,8_nicolas_8.wav,nicolas,8
705,2_yweweler_21.wav,yweweler,2
706,7_theo_34.wav,theo,7
707,9_lucas_26.wav,lucas,9
708,4_lucas_36.wav,lucas,4
709,4_jackson_32.wav,jackson,4
710,7_theo_46.wav,theo,7
711,1_jackson_18.wav,jackson,1
712,4_jackson_33.wav,jackson,4
713,5_jackson_1.wav,jackson,5
714,9_nicolas_12.wav,nicolas,9
715,9_theo_49.wav,theo,9
716,2_nicolas_24.wav,nicolas,2
717,7_yweweler_29.wav,yweweler,7
718,2_lucas_29.wav,lucas,2
719,9_theo_17.wav,theo,9
720,7_lucas_8.wav,lucas,7
721,7_jackson_46.wav,jackson,7
722,4_jackson_37.wav,jackson,4
723,1_yweweler_22.wav,yweweler,1
724,5_george_17.wav,george,5
725,6_theo_25.wav,theo,6
726,4_yweweler_29.wav,yweweler,4
727,4_theo_39.wav,theo,4
728,8_lucas_34.wav,lucas,8
729,2_lucas_42.wav,lucas,2
730,0_lucas_42.wav,lucas,0
731,8_george_5.wav,george,8
732,8_george_7.wav,george,8
733,9_jackson_21.wav,jackson,9
734,0_george_1.wav,george,0
735,2_yweweler_23.wav,yweweler,2
736,2_george_29.wav,george,2
737,3_jackson_43.wav,jackson,3
738,1_yweweler_8.wav,yweweler,1
739,2_jackson_10.wav,jackson,2
740,3_george_19.wav,george,3
741,8_george_44.wav,george,8
742,1_nicolas_43.wav,nicolas,1
743,9_lucas_39.wav,lucas,9
